UF,Codigo SIAFI Municipio,Nome Municipio,Valor Parcela
BA,3425,CANAVIEIRAS,25700
AM,281,TEFE,71200
MG,4123,BELO HORIZONTE,25700
SP,6789,OSASCO,20200
PE,2513,PAULISTA,29400
ES,5659,IUNA,3900
PR,7427,ARAPONGAS,8500
PA,591,OURILANDIA DO NORTE,34200
PA,425,BARCARENA,20800
MG,4683,ITUIUTABA,20200
MG,4865,MONTES CLAROS,13100
SP,6853,PERUIBE,12400
PE,2497,OURICURI,34100
PR,7739,PALOTINA,13100
SP,6681,MARILIA,8500
RJ,6001,RIO DE JANEIRO,8700
PR,7535,CURITIBA,21700
GO,9555,PORANGATU,15800
MG,4285,CARMO DO PARANAIBA,16300
PR,7445,BANDEIRANTES,11700
BA,3515,FEIRA DE SANTANA,12400
MA,869,PINHEIRO,8500
AM,269,PARINTINS,44200
PB,1981,CAMPINA GRANDE,8500
BA,3515,FEIRA DE SANTANA,8500
PE,2497,OURICURI,29400
PE,2381,CARUARU,20900
CE,1389,FORTALEZA,4600
BA,3833,RIBEIRA DO POMBAL,25300
AP,605,MACAPA,16300
PA,587,MAE DO RIO,16300
PE,2497,OURICURI,8500
PE,2379,CARPINA,20900
SP,7107,SAO PAULO,12400
MG,4021,AIMORES,31300
PR,7427,ARAPONGAS,24100
PA,535,SANTAREM,29600
RR,301,BOA VISTA,20200
RJ,5839,ITAGUAI,23300
BA,3541,IBICARAI,15200
MS,9065,COXIM,16300
SP,6213,BARUERI,42700
PA,427,BELEM,13100
SP,6669,MAIRINQUE,24100
CE,1493,PACAJUS,36600
PI,1219,TERESINA,3900
MA,921,SAO LUIS,8500
SP,7107,SAO PAULO,20200
PE,2577,SERRA TALHADA,40700
BA,3313,ALAGOINHAS,22100
PE,2427,GRAVATA,11300
PA,433,BRAGANCA,25200
GO,9489,NIQUELANDIA,17900
BA,3841,RIO REAL,16300
AM,235,HUMAITA,17200
BA,3597,ITABUNA,20200
MA,761,CHAPADINHA,8700
PI,1159,PICOS,8500
BA,3849,SALVADOR,20900
BA,3533,GUANAMBI,26200
SP,7107,SAO PAULO,17200
CE,1247,EUSEBIO,16300
RN,1741,MACAIBA,20200
PI,1043,CAMPO MAIOR,34100
MG,5023,PIRAPORA,8500
MS,9099,JARDIM,4600
MA,921,SAO LUIS,16300
BA,3849,SALVADOR,11700
PI,1211,SAO RAIMUNDO NONATO,32600
PR,7623,IVAIPORA,12400
SP,7107,SAO PAULO,16300
BA,3849,SALVADOR,14300
SP,6291,CAMPINAS,25700
CE,1337,BARBALHA,28000
PE,2521,PETROLINA,24800
MT,9191,AGUA BOA,20200
CE,1337,BARBALHA,17000
BA,3419,CAMPO FORMOSO,20200
PE,2381,CARUARU,20800
CE,1559,SOBRAL,29400
PA,54,MARITUBA,12400
RO,45,SAO MIGUEL DO GUAPORE,3900
MS,9131,PONTA PORA,24100
BA,3735,MORRO DO CHAPEU,42700
RJ,2909,BELFORD ROXO,3900
BA,3669,JUAZEIRO,8500
SP,7109,SAO PEDRO,3900
MG,5091,RIBEIRAO DAS NEVES,8700
PR,7495,CASTRO,51200
MA,1287,ZE DOCA,32700
TO,9385,GURUPI,8500
PB,2041,ITAPORANGA,23500
PI,1167,PIRIPIRI,30200
BA,3849,SALVADOR,16300
GO,9403,ITABERAI,15600
MG,4123,BELO HORIZONTE,20200
BA,3669,JUAZEIRO,8500
PI,1219,TERESINA,42700
AL,2747,DELMIRO GOUVEIA,12400
MA,723,BACABAL,13100
CE,1453,LIMOEIRO DO NORTE,8500
MA,761,CHAPADINHA,12100
SP,6579,ITU,28900
BA,3865,SANTANA,16300
BA,3725,MIGUEL CALMON,16200
SE,3241,SIMAO DIAS,4600
PI,1219,TERESINA,25600
MG,4751,LAGOA SANTA,7800
PB,2125,PEDRAS DE FOGO,20300
PE,2457,JABOATAO DOS GUARARAPES,12400
SP,7107,SAO PAULO,8500
PE,2489,NAZARE DA MATA,17100
MT,9151,RONDONOPOLIS,3900
PB,2117,PATOS,25600
RN,1639,CAICO,17100
PA,415,ANANINDEUA,8900
RN,1661,CURRAIS NOVOS,27300
CE,1569,TIANGUA,15800
PE,2627,VITORIA DE SANTO ANTAO,25700
PI,1153,PARNAIBA,39200
BA,3571,IGUAI,12400
BA,3613,ITAMARAJU,25700
PA,483,MARABA,20200
PE,2341,BOM CONSELHO,11700
PA,395,TAILANDIA,13100
BA,3913,SIMOES FILHO,8500
BA,3515,FEIRA DE SANTANA,12400
AM,241,ITACOATIARA,15900
SP,6715,MOGI-GUACU,3900
CE,1389,FORTALEZA,24200
CE,1385,CRATO,25700
MG,4791,MANTENA,16300
MG,4701,JANAUBA,8500
AM,255,MANAUS,25200
SE,3163,ITAPORANGA D'AJUDA,24100
MS,9137,PORTO MURTINHO,12400
BA,3833,RIBEIRA DO POMBAL,16300
SP,7107,SAO PAULO,7800
AP,605,MACAPA,12400
PA,441,CAMETA,16600
PA,427,BELEM,59600
RS,8801,PORTO ALEGRE,59600
SP,7107,SAO PAULO,17200
AL,2853,RIO LARGO,16300
SP,7097,SAO JOSE DO RIO PRETO,17100
MG,5359,TAIOBEIRAS,12400
PB,2143,POMBAL,34100
PI,1157,PEDRO II,12400
MA,937,TIMON,7800
PE,2547,SANHARO,25600
SP,6619,JUNDIAI,8500
BA,3833,RIBEIRA DO POMBAL,17000
CE,1355,CANINDE,8500
BA,3467,CONCEICAO DO COITE,41600
MA,879,PRESIDENTE DUTRA,33400
BA,3807,PORTO SEGURO,16300
BA,3595,ITABERABA,17200
SP,6377,DIADEMA,17800
PE,2321,ARARIPINA,60400
RS,8851,SANTIAGO,12400
BA,3685,LAURO DE FREITAS,13500
RS,8831,ROSARIO DO SUL,8500
MA,733,BARREIRINHAS,17700
PA,441,CAMETA,22600
ES,760,MARATAIZES,7800
BA,3293,MADRE DE DEUS,12400
BA,3579,IPIAU,16300
RS,8881,SAO LUIZ GONZAGA,12400
MG,4211,CAMBUI,7800
BA,3319,AMARGOSA,17100
PB,2175,SANTA RITA,13100
PE,2475,LAJEDO,24800
CE,1373,CAUCAIA,28900
SE,3123,CANINDE DE SAO FRANCISCO,8500
MA,869,PINHEIRO,16300
MA,949,VIANA,14700
CE,1429,ITAPIPOCA,8500
BA,3363,BARREIRAS,15900
PE,2535,RIBEIRAO,8500
GO,9373,GOIANIA,3900
PE,2419,GARANHUNS,42600
PE,2355,BUIQUE,21600
SP,7145,SOROCABA,11700
ES,5641,ECOPORANGA,21600
PE,2531,RECIFE,8500
PE,2627,VITORIA DE SANTO ANTAO,16300
PA,447,CASTANHAL,35000
MT,9069,DIAMANTINO,16300
TO,9461,MIRACEMA DO TOCANTINS,75800
PE,2427,GRAVATA,8700
PE,2321,ARARIPINA,16300
RS,8791,PELOTAS,12400
PR,5453,PINHAIS,24100
MG,5371,TEOFILO OTONI,25600
MS,9037,BATAGUASSU,24100
BA,3441,CARINHANHA,60100
PA,447,CASTANHAL,10900
SP,6563,ITAQUAQUECETUBA,12400
PE,2419,GARANHUNS,9700
PB,2039,ITABAIANA,14100
TO,9385,GURUPI,9700
BA,3803,POCOES,16300
MA,727,BALSAS,38600
CE,1427,ITAPAGE,22200
CE,1389,FORTALEZA,16300
PI,1211,SAO RAIMUNDO NONATO,42600
BA,3865,SANTANA,16300
PB,2051,JOAO PESSOA,12400
MG,4371,CONTAGEM,17200
PR,7487,CAPANEMA,20200
RJ,5871,PARACAMBI,16300
CE,1559,SOBRAL,8500
BA,3943,UBAITABA,8500
MA,961,ACAILANDIA,25700
RJ,5833,DUQUE DE CAXIAS,12400
MA,921,SAO LUIS,16300
AM,255,MANAUS,42600
RJ,5813,CABO FRIO,8700
MA,761,CHAPADINHA,25600
CE,1389,FORTALEZA,7800
PA,505,ORIXIMINA,37200
SP,6713,MOGI DAS CRUZES,8700
SE,3105,ARACAJU,7800
PI,1221,UNIAO,8500
CE,1389,FORTALEZA,34900
CE,1527,QUIXADA,25400
PR,7771,PITANGA,8500
TO,9385,GURUPI,13300
BA,3459,COARACI,25700
MA,727,BALSAS,8500
SE,3123,CANINDE DE SAO FRANCISCO,8500
BA,3629,ITAPETINGA,16300
GO,77,CIDADE OCIDENTAL,7800
BA,3833,RIBEIRA DO POMBAL,20200
GO,9753,SENADOR CANEDO,12400
AM,269,PARINTINS,26100
DF,9701,BRASILIA,3900
SP,7107,SAO PAULO,8700
PA,505,ORIXIMINA,20200
SP,7075,SAO BERNARDO DO CAMPO,7800
SP,6713,MOGI DAS CRUZES,17200
MG,4199,CAETE,16300
BA,3937,TUCANO,25700
PA,529,SANTA ISABEL DO PARA,20800
PE,2607,TORITAMA,8500
RJ,5897,SAO GONCALO,20200
MA,937,TIMON,24100
PA,477,JURUTI,30300
MS,9011,AMAMBAI,17200
SE,3189,NOSSA SENHORA DA GLORIA,14000
PE,2457,JABOATAO DOS GUARARAPES,16300
PE,2627,VITORIA DE SANTO ANTAO,7800
RJ,5909,SAQUAREMA,24100
SP,7107,SAO PAULO,12400
PB,2051,JOAO PESSOA,16300
PR,7407,ALMIRANTE TAMANDARE,17200
RJ,6007,QUISSAMA,51100
CE,1341,BATURITE,22400
AM,255,MANAUS,20200
RS,8851,SANTIAGO,13100
RJ,5869,NOVA IGUACU,8700
MG,4553,GOVERNADOR VALADARES,24800
SP,7107,SAO PAULO,16300
PE,2427,GRAVATA,8500
SP,6285,CAJAMAR,42600
AL,2785,MACEIO,17700
SE,3213,PROPRIA,7800
AL,2837,PILAR,17700
AL,2859,SANTANA DO IPANEMA,68100
PA,585,GARRAFAO DO NORTE,16300
PA,587,MAE DO RIO,19700
RJ,5813,CABO FRIO,8700
MG,4123,BELO HORIZONTE,12600
RJ,6001,RIO DE JANEIRO,16300
CE,1453,LIMOEIRO DO NORTE,24200
CE,1389,FORTALEZA,16300
MG,4145,BOCAIUVA,17100
PA,427,BELEM,12400
SP,7107,SAO PAULO,13900
SE,3141,ESTANCIA,25700
SP,7037,SANTA ISABEL,14200
CE,1549,SAO GONCALO DO AMARANTE,18100
PI,1221,UNIAO,42700
MA,761,CHAPADINHA,16700
PR,7953,ASSIS CHATEAUBRIAND,22400
RS,8791,PELOTAS,8500
AP,615,SANTANA,33000
PB,2079,MAMANGUAPE,12400
PA,435,BREVES,12400
SP,6713,MOGI DAS CRUZES,17200
PB,1987,CATOLE DO ROCHA,20900
PI,1037,BOM JESUS,33400
RN,1639,CAICO,21700
MG,4123,BELO HORIZONTE,25700
PE,2589,SURUBIM,17200
SP,7107,SAO PAULO,17200
SP,6795,OURINHOS,17200
AL,2853,RIO LARGO,15800
RO,7,ARIQUEMES,13100
RJ,5829,CORDEIRO,37600
CE,1409,ICO,8500
AM,255,MANAUS,24200
GO,9431,JARAGUA,3900
MA,731,BARRA DO CORDA,12400
PA,567,REDENCAO,31000
PI,1219,TERESINA,8500
CE,1351,CAMOCIM,16300
RN,1759,MOSSORO,12400
RJ,5801,ANGRA DOS REIS,8500
BA,3865,SANTANA,20900
MA,921,SAO LUIS,12400
CE,1581,VARZEA ALEGRE,13100
PE,2341,BOM CONSELHO,21700
PA,625,BREU BRANCO,52000
PI,1073,ESPERANTINA,20900
BA,3849,SALVADOR,14800
MA,921,SAO LUIS,23300
MT,9067,CUIABA,20900
PB,1981,CAMPINA GRANDE,21600
RN,1661,CURRAIS NOVOS,16300
PE,2457,JABOATAO DOS GUARARAPES,16300
PA,425,BARCARENA,41100
PA,595,PARAUAPEBAS,24100
GO,9581,SANTA HELENA DE GOIAS,13600
AM,255,MANAUS,12400
ES,5703,VILA VELHA,8500
PE,2549,SANTA CRUZ DO CAPIBARIBE,22200
CE,1385,CRATO,33300
MG,4687,ITURAMA,3900
MG,4647,ITAJUBA,26500
AL,2871,SAO MIGUEL DOS CAMPOS,12400
AL,2859,SANTANA DO IPANEMA,51200
MA,733,BARREIRINHAS,8700
PE,2521,PETROLINA,24200
CE,1585,MARACANAU,12400
SP,6687,MATAO,12400
PA,529,SANTA ISABEL DO PARA,12400
GO,9625,TRINDADE,12400
SP,7107,SAO PAULO,20900
PR,7659,LARANJEIRAS DO SUL,3900
CE,1569,TIANGUA,12400
MG,5359,TAIOBEIRAS,12400
RN,1759,MOSSORO,8500
PE,2629,CAMARAGIBE,17000
SP,6835,PEDERNEIRAS,3900
MG,4701,JANAUBA,24200
MG,4017,AGUAS FORMOSAS,24100
RN,1603,ASSU,19400
CE,1569,TIANGUA,24100
MG,4431,DIAMANTINA,12400
GO,9549,PONTALINA,8500
BA,3413,CAMACARI,34100
PA,427,BELEM,24100
PR,7535,CURITIBA,24800
MA,727,BALSAS,16300
CE,1419,IPUEIRAS,15800
PA,529,SANTA ISABEL DO PARA,12400
CE,1321,ARACATI,27600
BA,3353,BARRA,12400
MA,921,SAO LUIS,32600
MG,5221,SAO FRANCISCO,32600
PI,1053,COCAL,44000
MG,5249,SAO JOAO DEL REI,8500
CE,1305,ACOPIARA,18100
PA,435,BREVES,22100
MA,921,SAO LUIS,20200
MG,5029,PIUMHI,17600
SP,6221,BEBEDOURO,7800
RN,1823,SANTA CRUZ,25700
TO,9341,DIANOPOLIS,19300
RJ,5897,SAO GONCALO,3900
PB,2021,ESPERANCA,32700
PE,2381,CARUARU,8500
SE,3105,ARACAJU,24200
AM,255,MANAUS,12400
BA,3573,ILHEUS,8700
MT,9067,CUIABA,7800
GO,9571,RIO VERDE,36200
AL,2887,VICOSA,25600
RS,8801,PORTO ALEGRE,25700
CE,1447,JUAZEIRO DO NORTE,14600
ES,5663,LINHARES,8700
MA,1285,SANTA LUZIA DO PARUA,32500
CE,1351,CAMOCIM,28000
PA,591,OURILANDIA DO NORTE,3900
CE,1447,JUAZEIRO DO NORTE,12400
AL,2887,VICOSA,20200
MA,849,PACO DO LUMIAR,23200
BA,3515,FEIRA DE SANTANA,31700
PE,2477,LIMOEIRO,12400
MA,957,SANTA INES,30200
SP,6477,GUARULHOS,3900
RS,7379,NOVA HARTZ,7800
MG,4633,ITABIRA,12400
PE,2531,RECIFE,11700
PB,2051,JOAO PESSOA,16300
BA,3087,DIAS D'AVILA,16300
RJ,5877,PETROPOLIS,17000
BA,3523,GANDU,8700
PA,535,SANTAREM,10700
MA,921,SAO LUIS,13100
MG,4647,ITAJUBA,8700
PE,2345,BONITO,20800
AL,2785,MACEIO,16300
RJ,5877,PETROPOLIS,9700
PA,535,SANTAREM,40200
BA,3959,VALENTE,8500
GO,9307,CERES,11700
CE,1409,ICO,8900
RJ,2909,BELFORD ROXO,17200
PI,1159,PICOS,32500
MG,4633,ITABIRA,12400
MA,949,VIANA,8700
PB,2095,MONTEIRO,24100
SP,6589,JACAREI,27700
MA,733,BARREIRINHAS,8500
PE,2543,SALGUEIRO,13100
BA,3877,SAO DESIDERIO,7800
BA,3807,PORTO SEGURO,3900
CE,1389,FORTALEZA,8700
PE,2323,ARCOVERDE,3900
PR,7515,COLORADO,16300
MT,9035,BARRA DO GARCAS,25600
CE,1453,LIMOEIRO DO NORTE,8500
PB,1981,CAMPINA GRANDE,43300
BA,3597,ITABUNA,8500
PA,435,BREVES,8500
AM,9847,TABATINGA,20200
BA,3515,FEIRA DE SANTANA,19900
BA,3873,SANTO ANTONIO DE JESUS,17000
PE,2535,RIBEIRAO,15800
MA,761,CHAPADINHA,16300
MG,5091,RIBEIRAO DAS NEVES,12400
PA,621,IPIXUNA DO PARA,24100
PB,2039,ITABAIANA,51200
PA,493,MOJU,16300
PE,2549,SANTA CRUZ DO CAPIBARIBE,20200
AM,255,MANAUS,17200
MA,921,SAO LUIS,3900
PB,2027,GUARABIRA,22600
CE,1417,IPU,27300
PA,535,SANTAREM,16300
MA,763,CODO,13100
PI,1159,PICOS,34200
AM,251,LABREA,25700
AL,2733,CAPELA,25700
PA,441,CAMETA,24100
PE,2301,AFOGADOS DA INGAZEIRA,18800
RR,301,BOA VISTA,8700
PA,583,DOM ELISEU,20900
PE,2497,OURICURI,30300
PR,5451,ITAPERUCU,8500
SE,3247,TOBIAS BARRETO,21700
SE,3189,NOSSA SENHORA DA GLORIA,14200
MT,9167,VARZEA GRANDE,25600
MT,9035,BARRA DO GARCAS,7800
SP,6545,ITAPECERICA DA SERRA,16500
MG,4703,JANUARIA,8700
PR,7623,IVAIPORA,20200
AM,255,MANAUS,32600
PA,573,RONDON DO PARA,14400
MT,9035,BARRA DO GARCAS,12400
MG,5379,TOCANTINS,8500
BA,3697,MACAUBAS,16300
BA,3593,IRECE,8700
PR,7607,IRATI,12400
SP,6375,DESCALVADO,20900
SP,6477,GUARULHOS,17200
AC,139,RIO BRANCO,16300
RJ,5897,SAO GONCALO,21600
PA,625,BREU BRANCO,17600
SE,3105,ARACAJU,12400
PB,2225,SOUSA,34100
BA,3849,SALVADOR,31300
CE,1409,ICO,23900
AM,255,MANAUS,24100
PE,2627,VITORIA DE SANTO ANTAO,8500
MG,5427,VICOSA,8500
BA,3593,IRECE,16600
SP,6635,LEME,17200
MA,869,PINHEIRO,48700
AM,235,HUMAITA,32700
MA,849,PACO DO LUMIAR,12400
SP,6493,IBITINGA,17100
DF,9701,BRASILIA,16300
PR,7525,CORNELIO PROCOPIO,20200
SE,3105,ARACAJU,12400
MA,901,SANTA RITA,20900
SP,7107,SAO PAULO,16300
AC,139,RIO BRANCO,34100
CE,1565,TAMBORIL,12400
MG,4245,CAPELINHA,8500
SE,3159,ITABAIANINHA,8500
PE,2419,GARANHUNS,34100
PA,427,BELEM,12400
RJ,5813,CABO FRIO,20200
AL,2785,MACEIO,16300
AP,605,MACAPA,25700
PA,441,CAMETA,24200
PA,435,BREVES,22700
BA,3661,JEQUIE,8700
PA,433,BRAGANCA,12400
SP,7107,SAO PAULO,12400
AL,2775,JOAQUIM GOMES,8700
RO,9,CACOAL,7800
PB,2117,PATOS,8500
MG,2691,JUATUBA,17200
PE,2549,SANTA CRUZ DO CAPIBARIBE,8500
RJ,5869,NOVA IGUACU,25600
AC,153,SENADOR GUIOMARD,8700
PI,1219,TERESINA,31800
SE,3179,MARUIM,8500
PI,1159,PICOS,17000
BA,3759,NOVA SOURE,20900
SP,6429,FRANCO DA ROCHA,20200
SP,6969,RIBEIRAO PRETO,20900
CE,1493,PACAJUS,12400
BA,3357,BARRA DO CHOCA,16300
CE,1389,FORTALEZA,13100
AM,235,HUMAITA,16300
CE,1565,TAMBORIL,24800
PA,415,ANANINDEUA,20900
RR,301,BOA VISTA,35500
SP,6565,ITARARE,16300
PE,2451,ITAMARACA,27700
PB,2175,SANTA RITA,20200
RJ,6001,RIO DE JANEIRO,68100
SC,8001,ABELARDO LUZ,12400
TO,9241,ARAGUAINA,8900
PI,1139,OEIRAS,20900
DF,9701,BRASILIA,7800
MG,5079,RAUL SOARES,8500
RN,1603,ASSU,15700
PI,1159,PICOS,15200
CE,1389,FORTALEZA,3900
SC,8349,SOMBRIO,8700
SE,3141,ESTANCIA,12400
BA,3363,BARREIRAS,17000
PA,535,SANTAREM,8500
AL,2705,ARAPIRACA,8500
RJ,6001,RIO DE JANEIRO,8500
MT,131,CONFRESA,8500
SP,6857,PIEDADE,16300
PB,2125,PEDRAS DE FOGO,12400
PI,1211,SAO RAIMUNDO NONATO,31700
PA,535,SANTAREM,16300
MA,949,VIANA,16300
PE,2497,OURICURI,24800
CE,1389,FORTALEZA,8700
MS,9165,TRES LAGOAS,24100
PI,1113,LUIS CORREIA,8500
PI,1167,PIRIPIRI,4600
PE,2491,OLINDA,16300
AL,2785,MACEIO,12400
PB,2117,PATOS,34200
BA,3863,SANTA MARIA DA VITORIA,23200
PI,1037,BOM JESUS,42700
BA,3943,UBAITABA,20200
MA,757,CAXIAS,3900
CE,1351,CAMOCIM,8500
AM,253,MANACAPURU,14800
SP,7107,SAO PAULO,25600
RJ,2909,BELFORD ROXO,16300
AM,269,PARINTINS,12400
RN,1759,MOSSORO,20200
PB,2143,POMBAL,34100
SE,3241,SIMAO DIAS,16300
BA,3897,SEABRA,42100
SP,7107,SAO PAULO,16100
PB,2095,MONTEIRO,16300
CE,1475,MORADA NOVA,8500
AM,9847,TABATINGA,12400
AM,241,ITACOATIARA,12400
MA,869,PINHEIRO,21600
MG,4865,MONTES CLAROS,12400
MG,4701,JANAUBA,24100
RN,1823,SANTA CRUZ,46400
PA,433,BRAGANCA,12400
RJ,5803,ARARUAMA,17200
BA,3849,SALVADOR,10100
SP,7107,SAO PAULO,15600
CE,1559,SOBRAL,20900
SP,6619,JUNDIAI,8700
MA,891,ROSARIO,13900
SP,7107,SAO PAULO,15100
BA,3443,CASA NOVA,26100
AL,2885,UNIAO DOS PALMARES,12400
SP,7157,TABOAO DA SERRA,25700
ES,5625,CARIACICA,16300
PA,443,CAPANEMA,17000
SE,3115,BOQUIM,11700
PR,7927,TOLEDO,8700
RJ,6001,RIO DE JANEIRO,3900
BA,3653,JAGUAQUARA,15600
CE,1455,MARANGUAPE,10700
RN,1823,SANTA CRUZ,17000
PE,2335,BETANIA,13300
PR,7535,CURITIBA,12400
PB,2051,JOAO PESSOA,17200
CE,1373,CAUCAIA,16300
PE,2301,AFOGADOS DA INGAZEIRA,15800
MG,4029,ALEM PARAIBA,24100
PA,629,NOVO REPARTIMENTO,20200
RJ,5869,NOVA IGUACU,13200
PR,7583,GUARAPUAVA,11700
SP,6789,OSASCO,16300
RJ,5863,NILOPOLIS,13100
SE,3241,SIMAO DIAS,12400
GO,9439,JUSSARA,16300
AC,139,RIO BRANCO,39100
MG,5155,SANTA LUZIA,34100
PA,415,ANANINDEUA,15600
AL,2705,ARAPIRACA,16400
PA,427,BELEM,8500
PE,2489,NAZARE DA MATA,10900
PB,2225,SOUSA,8700
SP,6545,ITAPECERICA DA SERRA,16300
PA,559,TOME-ACU,12400
BA,3873,SANTO ANTONIO DE JESUS,8500
BA,3515,FEIRA DE SANTANA,7800
MG,4763,LAVRAS,20200
RS,8937,TRES COROAS,12400
MG,5207,SANTO ANTONIO DO MONTE,12400
PE,2477,LIMOEIRO,15800
MA,757,CAXIAS,16300
SP,7107,SAO PAULO,3900
SP,7107,SAO PAULO,3900
PI,1219,TERESINA,8500
PI,1159,PICOS,27300
PA,447,CASTANHAL,24100
PA,415,ANANINDEUA,16300
SE,3189,NOSSA SENHORA DA GLORIA,16300
PE,2381,CARUARU,12400
PB,2169,SANTA LUZIA,15800
MA,723,BACABAL,20200
PE,2457,JABOATAO DOS GUARARAPES,3900
BA,3413,CAMACARI,16300
BA,3363,BARREIRAS,20900
PA,415,ANANINDEUA,42600
MA,921,SAO LUIS,13100
SP,7057,SANTO ANDRE,16300
BA,3597,ITABUNA,12400
MG,4123,BELO HORIZONTE,21700
BA,3965,VITORIA DA CONQUISTA,3900
BA,3641,ITIUBA,24100
PE,2327,BARREIROS,19700
BA,3441,CARINHANHA,17200
GO,9373,GOIANIA,11700
MG,4985,PEDRO LEOPOLDO,13900
PB,2039,ITABAIANA,12400
AL,2833,PENEDO,22600
RO,7,ARIQUEMES,24100
SP,6375,DESCALVADO,8500
MA,869,PINHEIRO,25000
RS,8507,ALEGRETE,7800
RJ,5865,NITEROI,8700
PI,1057,CORRENTE,13600
PR,7687,MARIALVA,3900
PR,7583,GUARAPUAVA,8700
SC,8089,CRICIUMA,4600
SP,6219,BAURU,8700
AL,2795,MARIBONDO,12400
RJ,5849,MAGE,16300
AM,255,MANAUS,3900
DF,9701,BRASILIA,16300
PA,561,TUCURUI,20900
CE,1341,BATURITE,9700
BA,3863,SANTA MARIA DA VITORIA,28000
PA,471,ITAITUBA,12400
BA,3849,SALVADOR,7800
PR,7535,CURITIBA,12400
AM,207,AUTAZES,32600
SP,6373,CUNHA,3900
PE,2631,ABREU E LIMA,12400
PA,447,CASTANHAL,12400
CE,1373,CAUCAIA,21600
MA,1287,ZE DOCA,17200
PB,2021,ESPERANCA,42700
PA,535,SANTAREM,21100
BA,3515,FEIRA DE SANTANA,20900
DF,9701,BRASILIA,58600
MS,9123,NOVA ANDRADINA,16300
CE,1429,ITAPIPOCA,17000
RN,1741,MACAIBA,37200
PB,2051,JOAO PESSOA,17500
MA,803,IMPERATRIZ,7800
BA,3897,SEABRA,21800
BA,3939,UAUA,31700
PA,535,SANTAREM,42700
GO,9373,GOIANIA,8500
PR,7777,PONTA GROSSA,15600
AM,281,TEFE,76600
PB,1975,CAJAZEIRAS,34200
BA,3363,BARREIRAS,25600
RJ,2911,QUEIMADOS,34200
SP,6175,ARTUR NOGUEIRA,20200
SE,3105,ARACAJU,12400
CE,1569,TIANGUA,12400
PA,435,BREVES,51200
PA,477,JURUTI,21200
PE,2477,LIMOEIRO,20800
BA,3397,CACHOEIRA,8500
MG,4701,JANAUBA,25500
BA,3087,DIAS D'AVILA,21100
BA,3647,ITUBERA,8500
AM,255,MANAUS,8500
PA,465,IGARAPE-MIRI,30600
SP,7121,SAO VICENTE,8500
PA,429,BENEVIDES,8500
DF,9701,BRASILIA,16300
BA,3467,CONCEICAO DO COITE,25700
RN,1681,GOIANINHA,22100
PA,583,DOM ELISEU,42600
RN,1823,SANTA CRUZ,8500
AM,235,HUMAITA,20200
BA,3313,ALAGOINHAS,16300
PA,441,CAMETA,13100
MG,4111,BARBACENA,28500
SP,6229,BIRIGUI,19700
BA,3419,CAMPO FORMOSO,13100
BA,3595,ITABERABA,12400
CE,1571,TRAIRI,17100
PE,2521,PETROLINA,8500
MA,861,PEDREIRAS,8500
PA,475,JACUNDA,16300
MA,861,PEDREIRAS,21700
BA,3533,GUANAMBI,20200
PI,1043,CAMPO MAIOR,21800
MT,9185,TANGARA DA SERRA,3900
PE,2323,ARCOVERDE,8700
BA,3595,ITABERABA,17200
MG,4133,BETIM,8700
SE,3105,ARACAJU,3900
PE,2323,ARCOVERDE,34200
PI,1219,TERESINA,8700
PA,415,ANANINDEUA,29300
SP,7107,SAO PAULO,7800
MG,4787,MANHUACU,16300
PA,535,SANTAREM,12400
MG,5249,SAO JOAO DEL REI,12400
MG,4123,BELO HORIZONTE,3900
BA,3419,CAMPO FORMOSO,17200
AL,2747,DELMIRO GOUVEIA,20900
GO,9509,PADRE BERNARDO,16300
BA,3669,JUAZEIRO,14600
CE,1559,SOBRAL,26100
PE,2627,VITORIA DE SANTO ANTAO,8500
PE,2327,BARREIROS,17200
PB,2051,JOAO PESSOA,13200
CE,1569,TIANGUA,24200
MA,757,CAXIAS,16300
MA,803,IMPERATRIZ,20900
DF,9701,BRASILIA,20200
GO,9439,JUSSARA,12400
MG,4863,MONTE SANTO DE MINAS,32700
BA,3367,BELMONTE,12400
GO,9647,MINACU,26600
PA,401,ABAETETUBA,16300
BA,3897,SEABRA,8500
CE,1567,TAUA,12300
MA,879,PRESIDENTE DUTRA,17100
PE,2419,GARANHUNS,8500
PB,2051,JOAO PESSOA,7800
PI,1003,AGUA BRANCA,8500
GO,9221,ANAPOLIS,12400
BA,3873,SANTO ANTONIO DE JESUS,13700
RN,1765,NOVA CRUZ,16300
PE,2457,JABOATAO DOS GUARARAPES,17200
RS,8801,PORTO ALEGRE,17200
PE,2301,AFOGADOS DA INGAZEIRA,8500
MA,761,CHAPADINHA,29300
PA,425,BARCARENA,12400
BA,3663,JEREMOABO,17000
PE,2521,PETROLINA,16300
MG,4265,CARANGOLA,17000
SP,7107,SAO PAULO,8500
SE,3105,ARACAJU,13100
MA,763,CODO,16300
MG,4123,BELO HORIZONTE,28000
MG,4483,ESPERA FELIZ,24100
SP,6639,LIMEIRA,25700
SP,6687,MATAO,12400
RJ,6001,RIO DE JANEIRO,17200
AM,9843,RIO PRETO DA EVA,25500
PR,7907,SIQUEIRA CAMPOS,34100
CE,1453,LIMOEIRO DO NORTE,25600
MG,4787,MANHUACU,12400
PA,411,ALTAMIRA,13200
BA,3613,ITAMARAJU,13100
BA,3849,SALVADOR,8500
PB,1931,BANANEIRAS,16300
