UF,Codigo SIAFI Municipio,Nome Municipio,Valor Parcela
MA,869,PINHEIRO,24500
PA,435,BREVES,16300
BA,3913,SIMOES FILHO,14500
PE,2543,SALGUEIRO,51100
MG,4123,BELO HORIZONTE,12400
RJ,5837,ITABORAI,24800
RJ,6001,RIO DE JANEIRO,12400
SP,6953,REGISTRO,12400
PE,2379,CARPINA,8500
PA,429,BENEVIDES,8500
AM,9835,IRANDUBA,16300
PR,7493,CASCAVEL,11700
MG,5139,SALINAS,12400
RS,8877,SAO LEOPOLDO,12400
SP,7107,SAO PAULO,13100
PE,2327,BARREIROS,8500
RO,11,PIMENTA BUENO,16300
PA,425,BARCARENA,12400
BA,3849,SALVADOR,12400
MA,803,IMPERATRIZ,16300
CE,1337,BARBALHA,34100
PB,2143,POMBAL,20500
RN,1759,MOSSORO,17200
MG,4625,IPATINGA,51200
CE,1389,FORTALEZA,12400
AL,2785,MACEIO,20900
MA,957,SANTA INES,12400
MA,861,PEDREIRAS,12400
BA,3833,RIBEIRA DO POMBAL,17000
AL,2793,MARECHAL DEODORO,12400
CE,1559,SOBRAL,8500
PE,2457,JABOATAO DOS GUARARAPES,8500
PB,2143,POMBAL,51100
BA,3849,SALVADOR,19300
PR,9983,FAZENDA RIO GRANDE,29700
BA,3849,SALVADOR,46500
RJ,2913,JAPERI,7800
MG,4123,BELO HORIZONTE,20200
MA,803,IMPERATRIZ,16200
AL,2785,MACEIO,13100
PR,7495,CASTRO,20900
PA,441,CAMETA,26600
RJ,2911,QUEIMADOS,8900
SP,7107,SAO PAULO,8700
PR,7421,ANTONINA,12400
GO,9373,GOIANIA,3900
BA,3515,FEIRA DE SANTANA,12100
PA,427,BELEM,16300
PR,7535,CURITIBA,8700
GO,1052,AGUAS LINDAS DE GOIAS,17200
PI,1139,OEIRAS,17200
MG,5403,UBERLANDIA,20200
PE,2327,BARREIROS,16300
PE,2577,SERRA TALHADA,34200
DF,9701,BRASILIA,7800
ES,2929,MARECHAL FLORIANO,7800
CE,1355,CANINDE,34100
BA,3467,CONCEICAO DO COITE,12400
RJ,6001,RIO DE JANEIRO,17000
CE,1385,CRATO,8500
MS,9073,DOURADOS,12400
SP,7107,SAO PAULO,12400
PB,2117,PATOS,16300
BA,3391,BRUMADO,3900
PA,551,SAO MIGUEL DO GUAMA,24100
MA,921,SAO LUIS,12400
SP,7107,SAO PAULO,16300
PI,1219,TERESINA,22000
RN,1603,ASSU,17900
MA,723,BACABAL,16300
AL,2775,JOAQUIM GOMES,22700
RN,1779,PARNAMIRIM,8500
RJ,5901,SAO JOAO DE MERITI,12400
MA,757,CAXIAS,44200
SP,6435,GARCA,34100
MG,5359,TAIOBEIRAS,14100
PB,2051,JOAO PESSOA,8500
RS,8511,ALVORADA,7800
PB,2051,JOAO PESSOA,8500
CE,1545,SANTA QUITERIA,8500
PR,7503,CHOPINZINHO,12400
BA,3863,SANTA MARIA DA VITORIA,8900
SP,7099,SAO JOSE DOS CAMPOS,24200
PE,2499,PALMARES,3900
BA,3725,MIGUEL CALMON,12400
PR,7563,FOZ DO IGUACU,13100
MG,4123,BELO HORIZONTE,24800
MG,4733,JUIZ DE FORA,28900
PB,2079,MAMANGUAPE,28200
MG,4701,JANAUBA,7800
CE,1559,SOBRAL,12400
AL,2885,UNIAO DOS PALMARES,24200
RJ,6001,RIO DE JANEIRO,12400
CE,1373,CAUCAIA,18200
PR,7657,LAPA,3900
SP,7107,SAO PAULO,8500
AL,2825,PALMEIRA DOS INDIOS,45100
MG,4165,BORDA DA MATA,42600
SP,7243,VOTORANTIM,7800
RS,8801,PORTO ALEGRE,8700
CE,1559,SOBRAL,42700
BA,3849,SALVADOR,8500
MG,4133,BETIM,16300
MG,4865,MONTES CLAROS,12400
MA,869,PINHEIRO,22400
MA,761,CHAPADINHA,16400
MG,5371,TEOFILO OTONI,4600
PE,2359,CABROBO,8500
PA,427,BELEM,20200
PE,2627,VITORIA DE SANTO ANTAO,26200
BA,3533,GUANAMBI,24100
BA,3711,MARACAS,33000
RS,8511,ALVORADA,16300
MS,9099,JARDIM,18400
GO,9221,ANAPOLIS,3900
GO,9227,APARECIDA DE GOIANIA,13100
PE,2499,PALMARES,17200
PE,2497,OURICURI,13700
SP,6291,CAMPINAS,32700
PE,2605,TIMBAUBA,25600
RS,8819,ROCA SALES,20200
SP,7107,SAO PAULO,15600
BA,3685,LAURO DE FREITAS,8700
AP,605,MACAPA,15800
AL,2757,GIRAU DO PONCIANO,21100
MA,879,PRESIDENTE DUTRA,28500
SP,6361,COTIA,8500
GO,9439,JUSSARA,34100
PI,1211,SAO RAIMUNDO NONATO,39600
BA,3773,PARAMIRIM,19300
RJ,5849,MAGE,24800
AL,2827,PAO DE ACUCAR,31300
SE,3123,CANINDE DE SAO FRANCISCO,29300
CE,1585,MARACANAU,3900
PA,401,ABAETETUBA,12400
PE,2327,BARREIROS,8500
BA,3747,MURITIBA,8700
PA,427,BELEM,20200
RJ,5919,TRES RIOS,29300
GO,1058,NOVO GAMA,24100
SP,6945,RANCHARIA,28500
MG,4371,CONTAGEM,17200
RO,3,PORTO VELHO,20200
RN,1761,NATAL,7800
RN,1639,CAICO,12100
PR,7583,GUARAPUAVA,20200
ES,5663,LINHARES,7800
MG,4573,GUAXUPE,17000
MG,5023,PIRAPORA,34100
BA,3965,VITORIA DA CONQUISTA,12700
SP,6935,QUATA,12400
PE,2477,LIMOEIRO,17000
MA,869,PINHEIRO,24400
RN,1787,PAU DOS FERROS,8700
PA,441,CAMETA,53700
PA,535,SANTAREM,11700
SP,6477,GUARULHOS,25800
AM,255,MANAUS,19500
PE,2401,CUSTODIA,17200
AM,255,MANAUS,8500
PE,2629,CAMARAGIBE,17000
RJ,5819,CAMPOS DOS GOITACAZES,26600
PA,399,URUARA,21600
SE,3157,ITABAIANA,8500
AM,255,MANAUS,12400
RJ,5867,NOVA FRIBURGO,12400
PI,1077,FLORIANO,12400
AC,139,RIO BRANCO,12400
BA,3523,GANDU,20800
BA,3849,SALVADOR,37900
SP,6563,ITAQUAQUECETUBA,16300
RJ,5819,CAMPOS DOS GOITACAZES,16300
MT,9191,AGUA BOA,17100
SP,7107,SAO PAULO,3900
PR,7535,CURITIBA,12400
CE,1495,PACATUBA,12400
PB,2179,SAO BENTO,14100
PE,2457,JABOATAO DOS GUARARAPES,8700
RJ,5925,VOLTA REDONDA,34200
PA,411,ALTAMIRA,16300
RN,1741,MACAIBA,15100
AL,2733,CAPELA,12400
AM,253,MANACAPURU,16300
MS,9051,CAMPO GRANDE,20200
AM,255,MANAUS,20200
TO,367,LAGOA DA CONFUSAO,16300
BA,3495,CRUZ DAS ALMAS,12400
SP,7107,SAO PAULO,16300
PB,2117,PATOS,25700
BA,3897,SEABRA,68100
RS,8587,CANGUCU,12400
SP,7157,TABOAO DA SERRA,3900
AL,2825,PALMEIRA DOS INDIOS,15600
AL,2885,UNIAO DOS PALMARES,20200
CE,1389,FORTALEZA,16300
RN,1787,PAU DOS FERROS,12400
CE,1389,FORTALEZA,25700
RO,7,ARIQUEMES,3900
MG,4701,JANAUBA,8500
PE,2381,CARUARU,26100
CE,1493,PACAJUS,29400
BA,3597,ITABUNA,16300
PE,2357,CABO DE SANTO AGOSTINHO,15700
BA,3965,VITORIA DA CONQUISTA,23300
BA,3515,FEIRA DE SANTANA,13900
CE,1389,FORTALEZA,8500
DF,9701,BRASILIA,7800
PE,2419,GARANHUNS,12400
MA,723,BACABAL,30200
MG,4305,CATAGUASES,3900
PA,567,REDENCAO,24100
CE,1409,ICO,12400
BA,3863,SANTA MARIA DA VITORIA,27300
BA,3403,CAETITE,13400
MG,4633,ITABIRA,8500
PE,2355,BUIQUE,27700
SP,6831,PAULINIA,12400
BA,3971,XIQUE-XIQUE,15100
AM,253,MANACAPURU,13100
MG,4123,BELO HORIZONTE,18700
PE,2589,SURUBIM,25600
AM,255,MANAUS,3900
BA,3939,UAUA,8500
MG,4267,CARATINGA,17000
PI,1219,TERESINA,17900
RJ,5833,DUQUE DE CAXIAS,12400
SE,3105,ARACAJU,20200
MA,761,CHAPADINHA,20900
BA,3313,ALAGOINHAS,12400
MA,921,SAO LUIS,26900
BA,3411,CAMACAN,20200
PA,535,SANTAREM,3900
RS,8541,BENTO GONCALVES,11700
MT,9067,CUIABA,3900
RS,8801,PORTO ALEGRE,25700
GO,9373,GOIANIA,17000
PI,1219,TERESINA,16300
MG,5397,UBA,3900
MG,5221,SAO FRANCISCO,13100
PI,1219,TERESINA,13800
AM,225,COARI,20200
MG,5397,UBA,7800
BA,3449,CATU,7800
PA,535,SANTAREM,20200
CE,1341,BATURITE,30100
RS,8963,VIAMAO,25700
RS,8553,BUTIA,7800
MG,5139,SALINAS,10500
RJ,2909,BELFORD ROXO,37200
BA,3591,IRARA,17200
MA,1285,SANTA LUZIA DO PARUA,24100
BA,3515,FEIRA DE SANTANA,14000
SP,7107,SAO PAULO,8500
SE,3105,ARACAJU,20900
BA,3865,SANTANA,20200
AM,255,MANAUS,12400
BA,3597,ITABUNA,17200
RN,1761,NATAL,17000
PI,1159,PICOS,34100
MA,761,CHAPADINHA,25000
BA,3593,IRECE,8500
SP,6841,PEDREGULHO,12400
SP,7107,SAO PAULO,59600
PE,2457,JABOATAO DOS GUARARAPES,17600
MG,4267,CARATINGA,3900
PE,2457,JABOATAO DOS GUARARAPES,8500
SP,6291,CAMPINAS,8500
SP,7099,SAO JOSE DOS CAMPOS,16300
PR,7771,PITANGA,8500
PE,2531,RECIFE,17000
MS,9055,CAARAPO,17200
PR,5453,PINHAIS,28000
PA,535,SANTAREM,47000
AM,269,PARINTINS,27600
MG,4559,GUANHAES,3900
ES,5697,SAO MATEUS,7800
BA,3661,JEQUIE,25700
MG,4069,ARAGUARI,7800
PB,1981,CAMPINA GRANDE,8500
CE,1253,HORIZONTE,3900
RN,1639,CAICO,4600
BA,3445,CASTRO ALVES,17200
RN,1741,MACAIBA,12400
CE,1427,ITAPAGE,17100
MA,761,CHAPADINHA,40600
TO,9461,MIRACEMA DO TOCANTINS,19700
MT,9831,JUINA,24100
PB,2175,SANTA RITA,16300
PA,443,CAPANEMA,16300
MG,4385,COROMANDEL,15600
CE,1389,FORTALEZA,16300
PE,2355,BUIQUE,4600
AC,139,RIO BRANCO,24100
PR,7659,LARANJEIRAS DO SUL,26600
MA,957,SANTA INES,8500
CE,1303,ACARAU,12400
SP,6967,RIBEIRAO PIRES,17200
RN,1681,GOIANINHA,8500
BA,3849,SALVADOR,3900
MG,4533,FRANCISCO SA,7800
RS,8801,PORTO ALEGRE,8700
GO,9379,GOIATUBA,16300
MG,4865,MONTES CLAROS,16300
RJ,5843,ITAPERUNA,20900
SP,6285,CAJAMAR,34200
RJ,2909,BELFORD ROXO,12400
SP,7107,SAO PAULO,17200
AM,255,MANAUS,3900
MA,869,PINHEIRO,12400
RS,8801,PORTO ALEGRE,25700
AL,2825,PALMEIRA DOS INDIOS,22400
MS,9131,PONTA PORA,29400
BA,3849,SALVADOR,13400
PB,2079,MAMANGUAPE,34600
MA,761,CHAPADINHA,13100
AM,255,MANAUS,12400
PB,2051,JOAO PESSOA,18100
PA,509,PARAGOMINAS,12400
GO,9233,ARAGARCAS,25700
PI,1219,TERESINA,26200
PE,2477,LIMOEIRO,12400
PA,529,SANTA ISABEL DO PARA,20200
MG,4701,JANAUBA,17200
PA,535,SANTAREM,11700
MG,4865,MONTES CLAROS,29800
MG,4415,CRUZILIA,8500
SP,7107,SAO PAULO,12100
RN,1885,TOUROS,24100
MG,4855,MONTE ALEGRE DE MINAS,20200
GO,9571,RIO VERDE,3900
SE,3241,SIMAO DIAS,31300
SE,3169,LAGARTO,20200
RO,4,BURITIS,8500
GO,9489,NIQUELANDIA,16300
AM,257,MANICORE,41600
MA,921,SAO LUIS,19400
PB,2051,JOAO PESSOA,28000
MS,9075,FATIMA DO SUL,20900
CE,1389,FORTALEZA,24100
RJ,5815,CACHOEIRAS DE MACACU,8500
RJ,2909,BELFORD ROXO,8500
PE,2381,CARUARU,25000
RN,1885,TOUROS,13100
ES,5623,CACHOEIRO DE ITAPEMIRIM,17200
PE,2531,RECIFE,16300
SP,6477,GUARULHOS,7800
PR,7777,PONTA GROSSA,15600
CE,1389,FORTALEZA,12400
AM,255,MANAUS,7800
BA,3691,LIVRAMENTO DE NOSSA SENHORA,4600
MA,919,SAO JOAO DOS PATOS,24200
CE,1355,CANINDE,36100
RJ,5847,MACAE,8900
PI,1073,ESPERANTINA,23300
MA,879,PRESIDENTE DUTRA,15800
BA,3731,MONTE SANTO,12400
AM,9847,TABATINGA,20200
CE,1383,CRATEUS,17200
RN,1765,NOVA CRUZ,17800
SE,3105,ARACAJU,3900
PI,1077,FLORIANO,12100
PE,2401,CUSTODIA,25400
SP,6271,CACAPAVA,20200
SP,7107,SAO PAULO,8700
PB,1981,CAMPINA GRANDE,24400
PA,399,URUARA,22600
PA,441,CAMETA,16300
MA,869,PINHEIRO,29100
PE,2499,PALMARES,3900
BA,3629,ITAPETINGA,17200
SC,8047,BLUMENAU,17200
MA,761,CHAPADINHA,55500
BA,3485,CORRENTINA,14800
SP,7057,SANTO ANDRE,16300
PB,2051,JOAO PESSOA,8500
BA,3833,RIBEIRA DO POMBAL,15700
MG,4111,BARBACENA,7800
GO,9373,GOIANIA,8700
PA,465,IGARAPE-MIRI,8500
RJ,2907,GUAPIMIRIM,42700
BA,3597,ITABUNA,12400
SP,7107,SAO PAULO,3900
BA,3399,CACULE,20800
BA,3595,ITABERABA,17100
CE,1429,ITAPIPOCA,19000
MG,4123,BELO HORIZONTE,19300
CE,1527,QUIXADA,12400
RJ,5819,CAMPOS DOS GOITACAZES,17200
RJ,5865,NITEROI,15500
SP,7107,SAO PAULO,12400
ES,5705,VITORIA,17100
SP,6401,EMBU,8500
PB,1975,CAJAZEIRAS,17200
SP,6639,LIMEIRA,16300
CE,1385,CRATO,13100
RO,3,PORTO VELHO,24200
MG,5141,SALTO DA DIVISA,16300
RJ,6001,RIO DE JANEIRO,3900
BA,3833,RIBEIRA DO POMBAL,42600
MA,921,SAO LUIS,12400
SE,3213,PROPRIA,32600
SP,7107,SAO PAULO,12400
AL,2859,SANTANA DO IPANEMA,8500
SP,6275,CACONDE,17000
GO,9373,GOIANIA,12400
AL,2785,MACEIO,12400
PE,2443,IPOJUCA,12400
TO,9559,PORTO NACIONAL,46400
PE,2605,TIMBAUBA,12400
MG,4827,MEDINA,8500
PB,2021,ESPERANCA,31400
BA,3597,ITABUNA,44200
SP,6619,JUNDIAI,16300
RS,8831,ROSARIO DO SUL,17200
RN,1761,NATAL,16300
SP,7051,SANTA RITA DO PASSA QUATRO,8700
RS,8635,ENCRUZILHADA DO SUL,8500
RJ,6001,RIO DE JANEIRO,3900
PE,2327,BARREIROS,8500
CE,1493,PACAJUS,7800
PE,2475,LAJEDO,12400
CE,1555,SENADOR POMPEU,20600
PI,1219,TERESINA,29400
MA,793,GRAJAU,26500
RJ,2921,RIO DAS OSTRAS,19300
PI,1007,ALTOS,12400
SP,7097,SAO JOSE DO RIO PRETO,17100
MS,9051,CAMPO GRANDE,16300
SC,8245,PENHA,42600
BA,3341,ARACI,8500
CE,1389,FORTALEZA,22400
RN,1761,NATAL,16300
BA,3849,SALVADOR,16300
PA,483,MARABA,24800
AM,255,MANAUS,20200
PE,2457,JABOATAO DOS GUARARAPES,13100
RJ,5857,MIGUEL PEREIRA,16300
BA,3883,SAO FRANCISCO DO CONDE,51100
PE,2627,VITORIA DE SANTO ANTAO,25600
SP,7107,SAO PAULO,8700
PE,2381,CARUARU,34200
PR,7667,LONDRINA,4600
PI,1153,PARNAIBA,17000
PA,443,CAPANEMA,12400
CE,1493,PACAJUS,12400
MA,921,SAO LUIS,8500
PA,435,BREVES,12400
RJ,5807,BARRA MANSA,10500
SP,7079,SAO CARLOS,24100
PA,427,BELEM,16300
RO,5,JI-PARANA,25600
AC,107,CRUZEIRO DO SUL,25600
BA,3597,ITABUNA,12400
PA,447,CASTANHAL,67600
AL,2785,MACEIO,16300
MG,4703,JANUARIA,17200
SC,8045,BIGUACU,8700
MA,921,SAO LUIS,16300
ES,5699,SERRA,13100
MG,4431,DIAMANTINA,22600
AM,255,MANAUS,20200
MT,9185,TANGARA DA SERRA,7800
MG,4111,BARBACENA,12400
ES,5713,JAGUARE,16300
BA,3593,IRECE,17200
PE,2499,PALMARES,17200
RS,8869,SAO GABRIEL,20200
PI,1219,TERESINA,9300
CE,1385,CRATO,21700
MA,1287,ZE DOCA,12400
SP,6305,CAPAO BONITO,12400
MG,5221,SAO FRANCISCO,27700
PA,591,OURILANDIA DO NORTE,3900
RS,8935,TRAMANDAI,24400
RO,5,JI-PARANA,20200
PA,427,BELEM,16300
CE,1565,TAMBORIL,25600
TO,9243,ARAGUATINS,8500
BA,3873,SANTO ANTONIO DE JESUS,13300
PA,433,BRAGANCA,16300
BA,3873,SANTO ANTONIO DE JESUS,17000
BA,3849,SALVADOR,16300
BA,3833,RIBEIRA DO POMBAL,17100
AM,9841,PRESIDENTE FIGUEIREDO,19700
MG,4021,AIMORES,9200
MA,757,CAXIAS,12400
BA,3575,INHAMBUPE,28200
PI,1043,CAMPO MAIOR,36600
RN,1761,NATAL,16300
RN,1765,NOVA CRUZ,12400
SP,7107,SAO PAULO,16300
PA,567,REDENCAO,7800
MG,4123,BELO HORIZONTE,20300
MT,8987,ALTA FLORESTA,3900
RO,3,PORTO VELHO,31300
SC,8349,SOMBRIO,20200
BA,3413,CAMACARI,17000
RJ,2909,BELFORD ROXO,25700
BA,3411,CAMACAN,8700
AL,2745,CORURIPE,25700
PA,429,BENEVIDES,17000
BA,3833,RIBEIRA DO POMBAL,27700
MG,5139,SALINAS,25300
AL,2885,UNIAO DOS PALMARES,16300
BA,3279,ITABELA,12400
MS,9179,MUNDO NOVO,34100
PA,561,TUCURUI,16300
PB,2051,JOAO PESSOA,32200
MG,4371,CONTAGEM,25700
PB,2051,JOAO PESSOA,16300
SP,7107,SAO PAULO,7800
CE,1417,IPU,8500
RJ,5819,CAMPOS DOS GOITACAZES,22600
PA,483,MARABA,17200
PE,2355,BUIQUE,11700
MG,5097,RIO CASCA,19700
BA,3593,IRECE,43900
PE,2403,ESCADA,8500
SP,7107,SAO PAULO,11700
RN,1885,TOUROS,12400
PA,475,JACUNDA,13100
RJ,6001,RIO DE JANEIRO,22300
PB,1975,CAJAZEIRAS,25600
PB,2175,SANTA RITA,12400
RJ,5869,NOVA IGUACU,12400
RJ,6001,RIO DE JANEIRO,17200
PA,529,SANTA ISABEL DO PARA,12400
BA,3597,ITABUNA,17300
ES,5699,SERRA,17200
SC,8183,LAGES,3900
CE,1389,FORTALEZA,25600
TO,9241,ARAGUAINA,20200
AM,255,MANAUS,20200
MA,733,BARREIRINHAS,42200
PE,2497,OURICURI,40200
MA,949,VIANA,16300
PA,505,ORIXIMINA,16300
CE,1581,VARZEA ALEGRE,34200
RS,8801,PORTO ALEGRE,8700
SE,3187,NEOPOLIS,12400
AL,2845,PORTO CALVO,12400
PA,567,REDENCAO,17000
SP,6311,CARAGUATATUBA,17200
PA,415,ANANINDEUA,28000
RJ,6005,PATY DO ALFERES,24100
PE,2497,OURICURI,29300
SE,3169,LAGARTO,12400
MG,4771,LIMA DUARTE,8700
PE,2491,OLINDA,8500
PE,2419,GARANHUNS,8500
SP,6921,PRAIA GRANDE,24800
PI,1155,PAULISTANA,8500
CE,1349,BREJO SANTO,20200
PB,1965,CABEDELO,8500
RS,8613,CONSTANTINA,32700
MA,891,ROSARIO,16300
BA,3849,SALVADOR,16300
RS,8589,CANOAS,16300
MA,869,PINHEIRO,8500
SP,6681,MARILIA,25600
RN,1761,NATAL,12400
SE,3213,PROPRIA,34100
PR,7607,IRATI,25600
MA,761,CHAPADINHA,25600
MA,869,PINHEIRO,25700
SP,7107,SAO PAULO,24200
SP,7121,SAO VICENTE,3900
BA,3495,CRUZ DAS ALMAS,16300
CE,1369,CASCAVEL,34100
PB,1921,AREIA,11100
BA,3849,SALVADOR,12400
RJ,5893,SANTO ANTONIO DE PADUA,24100
MA,901,SANTA RITA,19700
PR,7471,CAMBE,8700
AL,2757,GIRAU DO PONCIANO,25600
GO,9373,GOIANIA,7800
PA,435,BREVES,54700
SP,7107,SAO PAULO,16300
SP,6323,CATANDUVA,12400
MG,5293,SAO SEBASTIAO DO PARAISO,7800
PI,1043,CAMPO MAIOR,16700
PA,433,BRAGANCA,25300
PB,2117,PATOS,12400
PA,535,SANTAREM,13100
PA,429,BENEVIDES,14800
PE,2605,TIMBAUBA,12400
GO,9221,ANAPOLIS,7800
AM,255,MANAUS,3900
RJ,5865,NITEROI,25600
PB,2027,GUARABIRA,12400
PA,54,MARITUBA,16300
MG,5425,VESPASIANO,17200
PI,1139,OEIRAS,29300
AC,107,CRUZEIRO DO SUL,17000
RJ,6001,RIO DE JANEIRO,11700
MA,879,PRESIDENTE DUTRA,37700
CE,1559,SOBRAL,11700
PB,1981,CAMPINA GRANDE,24100
RJ,5811,BOM JESUS DO ITABAPOANA,31300
CE,1351,CAMOCIM,34100
AL,2809,MURICI,20200
AL,2747,DELMIRO GOUVEIA,34100
CE,1453,LIMOEIRO DO NORTE,17000
PE,2531,RECIFE,20200
CE,1427,ITAPAGE,8500
MA,727,BALSAS,44500
PE,2403,ESCADA,8500
BA,3641,ITIUBA,33300
BA,3629,ITAPETINGA,17700
AM,225,COARI,33800
SP,6213,BARUERI,25600
PE,2627,VITORIA DE SANTO ANTAO,31300
MA,803,IMPERATRIZ,39700
PB,2225,SOUSA,8500
PE,2589,SURUBIM,54800
MS,9065,COXIM,13100
GO,9373,GOIANIA,12400
AM,281,TEFE,21700
MA,803,IMPERATRIZ,8500
MA,761,CHAPADINHA,45200
PE,2517,PESQUEIRA,22900
CE,1373,CAUCAIA,20900
PA,471,ITAITUBA,16700
BA,3087,DIAS D'AVILA,12400
BA,3849,SALVADOR,24800
RR,303,CARACARAI,17900
BA,3849,SALVADOR,8500
MG,4865,MONTES CLAROS,19500
MG,4273,CARLOS CHAGAS,21700
RJ,5819,CAMPOS DOS GOITACAZES,13200
AM,255,MANAUS,39600
RS,8703,IGREJINHA,16300
RJ,5807,BARRA MANSA,20200
PE,2381,CARUARU,17000
BA,3651,JACOBINA,34100
PR,7955,QUEDAS DO IGUACU,12400
PE,2477,LIMOEIRO,25700
BA,3849,SALVADOR,14600
RJ,2921,RIO DAS OSTRAS,20200
SP,7057,SANTO ANDRE,17200
PB,2079,MAMANGUAPE,34200
PR,7583,GUARAPUAVA,25500
PA,509,PARAGOMINAS,8500
BA,3573,ILHEUS,17000
SP,7183,TAUBATE,13100
BA,3871,SANTO AMARO,12400
SC,8199,MAFRA,16300
MA,761,CHAPADINHA,17200
RR,301,BOA VISTA,35200
SP,6305,CAPAO BONITO,20900
PR,7583,GUARAPUAVA,42600
BA,3959,VALENTE,25600
PE,2359,CABROBO,12100
SP,7121,SAO VICENTE,16300
SP,6425,FRANCA,17200
PA,447,CASTANHAL,36800
BA,3913,SIMOES FILHO,17000
ES,5699,SERRA,25600
RJ,6001,RIO DE JANEIRO,28000
MA,793,GRAJAU,12400
CE,1567,TAUA,3900
SP,7201,TUPA,3900
BA,3723,MEDEIROS NETO,8500
SP,7057,SANTO ANDRE,8500
MA,1287,ZE DOCA,33000
MA,961,ACAILANDIA,20200
RJ,5833,DUQUE DE CAXIAS,11700
GO,9459,MINEIROS,16300
PE,2531,RECIFE,8500
SP,6601,JANDIRA,20200
SP,6901,POMPEIA,9900
CE,1537,RUSSAS,20800
PE,2531,RECIFE,17000
SP,7107,SAO PAULO,19000
RN,1787,PAU DOS FERROS,8700
PR,7471,CAMBE,12400
PR,7495,CASTRO,12400
MA,757,CAXIAS,12400
MG,4133,BETIM,13100
AM,255,MANAUS,12400
PR,7915,TELEMACO BORBA,16300
AL,2785,MACEIO,16300
PE,2451,ITAMARACA,20900
SP,7057,SANTO ANDRE,26100
MA,803,IMPERATRIZ,35200
SP,7057,SANTO ANDRE,3900
GO,9373,GOIANIA,15600
BA,3849,SALVADOR,23200
MA,949,VIANA,17000
AL,2885,UNIAO DOS PALMARES,16300
RJ,5867,NOVA FRIBURGO,13100
PE,2381,CARUARU,12400
BA,3971,XIQUE-XIQUE,7800
CE,1569,TIANGUA,34600
AL,2785,MACEIO,12400
SP,7107,SAO PAULO,8700
PE,2419,GARANHUNS,12400
RJ,6001,RIO DE JANEIRO,12400
RN,1787,PAU DOS FERROS,12100
MA,869,PINHEIRO,12400
CE,1305,ACOPIARA,31400
BA,3971,XIQUE-XIQUE,24200
PA,435,BREVES,30200
RO,17,OURO PRETO DO OESTE,3900
PE,2379,CARPINA,7800
RS,8561,CACHOEIRINHA,21700
PE,2333,BELO JARDIM,17100
PB,2129,PICUI,25600
CE,1567,TAUA,25600
BA,3849,SALVADOR,12400
CE,1547,SAO BENEDITO,24200
SP,2967,CAJATI,13100
RJ,5897,SAO GONCALO,20200
PA,443,CAPANEMA,17300
MA,733,BARREIRINHAS,32200
MA,869,PINHEIRO,34200
MG,5049,POUSO ALEGRE,34200
MG,4601,IGARAPE,18500
SP,7047,SANTANA DE PARNAIBA,17100
PA,427,BELEM,8500
SP,6377,DIADEMA,12400
PE,2355,BUIQUE,22700
PB,2095,MONTEIRO,15500
AL,2859,SANTANA DO IPANEMA,13500
SP,6475,GUARUJA,8500
PA,595,PARAUAPEBAS,8500
BA,3581,IPIRA,20900
CE,1585,MARACANAU,16300
MG,4701,JANAUBA,3900
TO,9733,PALMAS,39600
BA,3669,JUAZEIRO,13100
DF,9701,BRASILIA,12400
BA,3751,NAZARE,32200
GO,9373,GOIANIA,17200
PA,443,CAPANEMA,19600
PI,1219,TERESINA,17000
PR,7871,SAO JOAO,11700
PA,505,ORIXIMINA,20200
PE,2477,LIMOEIRO,8500
PB,1975,CAJAZEIRAS,8500
PA,535,SANTAREM,7800
RJ,5885,RIO BONITO,24100
BA,3849,SALVADOR,8500
MA,803,IMPERATRIZ,17700
MG,4701,JANAUBA,8500
PB,2039,ITABAIANA,12400
BA,3565,IBOTIRAMA,12100
ES,5695,SAO JOSE DO CALCADO,3900
RN,1681,GOIANINHA,51100
PR,7435,ARAUCARIA,8500
PR,7659,LARANJEIRAS DO SUL,3900
TO,9243,ARAGUATINS,46400
AM,255,MANAUS,38600
SP,6403,EMBU-GUACU,11700
RS,8785,PASSO FUNDO,8700
RR,301,BOA VISTA,14300
MG,4123,BELO HORIZONTE,8500
BA,3449,CATU,16300
PA,477,JURUTI,3900
ES,5659,IUNA,12400
MG,4943,PARAGUACU,8500
CE,1389,FORTALEZA,4600
CE,1429,ITAPIPOCA,12400
MG,4703,JANUARIA,21600
SP,7107,SAO PAULO,31000
RS,8801,PORTO ALEGRE,8700
SP,7107,SAO PAULO,12400
RJ,6001,RIO DE JANEIRO,17900
SP,7115,SAO SEBASTIAO,40000
BA,3849,SALVADOR,16300
BA,3873,SANTO ANTONIO DE JESUS,37600
AL,2705,ARAPIRACA,20200
AL,2825,PALMEIRA DOS INDIOS,15900
PA,441,CAMETA,16300
SP,6715,MOGI-GUACU,13100
BA,3803,POCOES,8500
CE,1369,CASCAVEL,17000
PA,493,MOJU,33800
RJ,5869,NOVA IGUACU,25700
PA,415,ANANINDEUA,25700
PA,415,ANANINDEUA,12400
AL,2785,MACEIO,13200
PE,2535,RIBEIRAO,25600
PE,2629,CAMARAGIBE,16300
ES,5699,SERRA,34200
PE,2549,SANTA CRUZ DO CAPIBARIBE,8500
AL,2785,MACEIO,16300
RJ,5869,NOVA IGUACU,37600
CE,1569,TIANGUA,21700
PE,2443,IPOJUCA,8500
RN,1603,ASSU,16300
PB,2039,ITABAIANA,20200
SE,3241,SIMAO DIAS,39200
